word,translation,pos,category,level,frequency,source
employer,雇主,noun,ielts_employment,4,90,IELTS_Core
employment,就业,noun,ielts_employment,5,90,IELTS_Core
executive,主管,noun,ielts_employment,6,85,IELTS_Core
experience,经验,noun,ielts_employment,4,95,IELTS_Core
fire,解雇,verb,ielts_employment,4,85,IELTS_Core
full-time,全职的,adjective,ielts_employment,5,80,IELTS_Core
hire,雇用,verb,ielts_employment,4,85,IELTS_Core
income,收入,noun,ielts_employment,5,90,IELTS_Core
industry,工业,noun,ielts_employment,4,90,IELTS_Core
interview,面试,noun,ielts_employment,5,90,IELTS_Core
interviewer,面试官,noun,ielts_employment,6,80,IELTS_Core
job,工作,noun,ielts_employment,3,98,IELTS_Core
laborer,劳动者,noun,ielts_employment,5,70,IELTS_Core
layoff,解雇,noun,ielts_employment,6,70,IELTS_Core
leadership,领导力,noun,ielts_employment,6,85,IELTS_Core
leave,休假,noun,ielts_employment,4,85,IELTS_Core
manager,经理,noun,ielts_employment,4,95,IELTS_Core
management,管理,noun,ielts_employment,5,90,IELTS_Core
manual,手册,noun,ielts_employment,6,75,IELTS_Core
manufacture,制造,verb,ielts_employment,5,80,IELTS_Core
manufacturer,制造商,noun,ielts_employment,6,80,IELTS_Core
occupation,职业,noun,ielts_employment,6,80,IELTS_Core
offer,提供,noun,ielts_employment,4,90,IELTS_Core
officer,官员,noun,ielts_employment,4,85,IELTS_Core
overtime,加班,noun,ielts_employment,5,75,IELTS_Core
part-time,兼职的,adjective,ielts_employment,5,80,IELTS_Core
pension,养老金,noun,ielts_employment,6,75,IELTS_Core
position,职位,noun,ielts_employment,4,95,IELTS_Core
profession,职业,noun,ielts_employment,5,85,IELTS_Core
professional,专业的,adjective,ielts_employment,5,90,IELTS_Core
promote,晋升,verb,ielts_employment,5,85,IELTS_Core
promotion,晋升,noun,ielts_employment,5,80,IELTS_Core
prospective,预期的,adjective,ielts_employment,6,75,IELTS_Core
qualify,使合格,verb,ielts_employment,5,80,IELTS_Core
qualification,资格,noun,ielts_employment,6,80,IELTS_Core
recruit,招聘,verb,ielts_employment,5,80,IELTS_Core
recruitment,招聘,noun,ielts_employment,6,75,IELTS_Core
redundant,多余的,adjective,ielts_employment,6,70,IELTS_Core
resign,辞职,verb,ielts_employment,5,80,IELTS_Core
resignation,辞职,noun,ielts_employment,6,75,IELTS_Core
resume,简历,noun,ielts_employment,5,85,IELTS_Core
retire,退休,verb,ielts_employment,5,85,IELTS_Core
retirement,退休,noun,ielts_employment,6,80,IELTS_Core
salary,薪水,noun,ielts_employment,5,90,IELTS_Core
shift,轮班,noun,ielts_employment,5,80,IELTS_Core
skill,技能,noun,ielts_employment,4,95,IELTS_Core
sick leave,病假,noun,ielts_employment,5,75,IELTS_Core
staff,员工,noun,ielts_employment,4,90,IELTS_Core
stipend,津贴,noun,ielts_employment,7,60,IELTS_Core
strike,罢工,noun,ielts_employment,5,80,IELTS_Core
supervisor,主管,noun,ielts_employment,6,80,IELTS_Core
teamwork,团队合作,noun,ielts_employment,5,80,IELTS_Core
temporary,临时的,adjective,ielts_employment,6,80,IELTS_Core
trainee,实习生,noun,ielts_employment,6,75,IELTS_Core
training,培训,noun,ielts_employment,5,85,IELTS_Core
unemployed,失业的,adjective,ielts_employment,5,80,IELTS_Core
unemployment,失业,noun,ielts_employment,6,80,IELTS_Core
union,工会,noun,ielts_employment,5,80,IELTS_Core
vacancy,空缺,noun,ielts_employment,6,75,IELTS_Core
wage,工资,noun,ielts_employment,5,85,IELTS_Core
work,工作,noun,ielts_employment,3,99,IELTS_Core
worker,工人,noun,ielts_employment,4,95,IELTS_Core
workforce,劳动力,noun,ielts_employment,6,75,IELTS_Core
workplace,工作场所,noun,ielts_employment,5,80,IELTS_Core
